uttrance,intent,entities
Send an emergency alert,emergency_alert,"{""type"": ""alert""}"
There's a fire!,emergency_alert,"{""type"": ""fire""}"
Call 911 now,emergency_alert,"{""type"": ""emergency""}"
Call 911 now,emergency_alert,"{""type"": ""emergency""}"
I need urgent help,emergency_alert,"{""type"": ""urgent""}"
Call 911 now,emergency_alert,"{""type"": ""emergency""}"
Call 911 now,emergency_alert,"{""type"": ""emergency""}"
I need urgent help,emergency_alert,"{""type"": ""urgent""}"
Call 911 now,emergency_alert,"{""type"": ""emergency""}"
Send an emergency alert,emergency_alert,"{""type"": ""alert""}"
Send an emergency alert,emergency_alert,"{""type"": ""alert""}"
Send an emergency alert,emergency_alert,"{""type"": ""alert""}"
There's a fire!,emergency_alert,"{""type"": ""fire""}"
Call 911 now,emergency_alert,"{""type"": ""emergency""}"
I need urgent help,emergency_alert,"{""type"": ""urgent""}"
I need urgent help,emergency_alert,"{""type"": ""urgent""}"
Call 911 now,emergency_alert,"{""type"": ""emergency""}"
Send an emergency alert,emergency_alert,"{""type"": ""alert""}"
Call 911 now,emergency_alert,"{""type"": ""emergency""}"
There's a fire!,emergency_alert,"{""type"": ""fire""}"
There's a fire!,emergency_alert,"{""type"": ""fire""}"
I need urgent help,emergency_alert,"{""type"": ""urgent""}"
I need urgent help,emergency_alert,"{""type"": ""urgent""}"
I need urgent help,emergency_alert,"{""type"": ""urgent""}"
Call 911 now,emergency_alert,"{""type"": ""emergency""}"
Call 911 now,emergency_alert,"{""type"": ""emergency""}"
I need urgent help,emergency_alert,"{""type"": ""urgent""}"
Send an emergency alert,emergency_alert,"{""type"": ""alert""}"
There's a fire!,emergency_alert,"{""type"": ""fire""}"
Call 911 now,emergency_alert,"{""type"": ""emergency""}"
Send an emergency alert,emergency_alert,"{""type"": ""alert""}"
Send an emergency alert,emergency_alert,"{""type"": ""alert""}"
Call 911 now,emergency_alert,"{""type"": ""emergency""}"
I need urgent help,emergency_alert,"{""type"": ""urgent""}"
There's a fire!,emergency_alert,"{""type"": ""fire""}"
There's a fire!,emergency_alert,"{""type"": ""fire""}"
There's a fire!,emergency_alert,"{""type"": ""fire""}"
There's a fire!,emergency_alert,"{""type"": ""fire""}"
Send an emergency alert,emergency_alert,"{""type"": ""alert""}"
I need urgent help,emergency_alert,"{""type"": ""urgent""}"
I need urgent help,emergency_alert,"{""type"": ""urgent""}"
I need urgent help,emergency_alert,"{""type"": ""urgent""}"
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
How's the weather looking today?,get_weather,{}
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Do I need a jacket?,get_weather,{}
What's the weather in London?,get_weather,"{""location"": ""London""}"
Log my blood pressure,health_check,"{""metric"": ""blood pressure""}"
How many calories have I burned?,health_check,"{""metric"": ""calories""}"
Log my blood pressure,health_check,"{""metric"": ""blood pressure""}"
What's my step count?,health_check,"{""metric"": ""step count""}"
How many calories have I burned?,health_check,"{""metric"": ""calories""}"
Log my blood pressure,health_check,"{""metric"": ""blood pressure""}"
Check my heart rate,health_check,"{""metric"": ""heart rate""}"
Check my heart rate,health_check,"{""metric"": ""heart rate""}"
Check my heart rate,health_check,"{""metric"": ""heart rate""}"
Check my heart rate,health_check,"{""metric"": ""heart rate""}"
How many calories have I burned?,health_check,"{""metric"": ""calories""}"
Log my blood pressure,health_check,"{""metric"": ""blood pressure""}"
Check my heart rate,health_check,"{""metric"": ""heart rate""}"
Log my blood pressure,health_check,"{""metric"": ""blood pressure""}"
Check my heart rate,health_check,"{""metric"": ""heart rate""}"
Log my blood pressure,health_check,"{""metric"": ""blood pressure""}"
Check my heart rate,health_check,"{""metric"": ""heart rate""}"
How many calories have I burned?,health_check,"{""metric"": ""calories""}"
Log my blood pressure,health_check,"{""metric"": ""blood pressure""}"
What's my step count?,health_check,"{""metric"": ""step count""}"
How many calories have I burned?,health_check,"{""metric"": ""calories""}"
How many calories have I burned?,health_check,"{""metric"": ""calories""}"
What's my step count?,health_check,"{""metric"": ""step count""}"
Check my heart rate,health_check,"{""metric"": ""heart rate""}"
How many calories have I burned?,health_check,"{""metric"": ""calories""}"
Check my heart rate,health_check,"{""metric"": ""heart rate""}"
How many calories have I burned?,health_check,"{""metric"": ""calories""}"
Log my blood pressure,health_check,"{""metric"": ""blood pressure""}"
What's my step count?,health_check,"{""metric"": ""step count""}"
How many calories have I burned?,health_check,"{""metric"": ""calories""}"
What's my step count?,health_check,"{""metric"": ""step count""}"
Log my blood pressure,health_check,"{""metric"": ""blood pressure""}"
What's my step count?,health_check,"{""metric"": ""step count""}"
